id,doi,year,venue,title,cited_by,M_material,T_task,E_env,trust_flags,P_physics,depth_tier,duplicate_of,eligibility_concern
2-s2.0-105032520068,10.1016/j.dibe.2026.100900,2026,Developments in the Built Environment,Upcycled geopolymer concrete incorporating GFRP waste powder: Sulfate resistance and machine learning-based strength prediction,1,slag,prediction,carbon;waste-valorization;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-105042035923,10.22115/scce.2025.1966,2026,Journal of Soft Computing in Civil Engineering,Machine Learning in the Modeling of 3D Printed Soil-Cement Materials: A Short Overview,1,stabilized-soil,prediction,carbon;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85194458177,10.1016/j.conbuildmat.2024.136711,2024,Construction and Building Materials,Alkali-activated binder concrete strength prediction using hybrid-deep learning along with shapely additive explanations and uncertainty analysis,30,mixed/other-AAM,prediction,cost,XAI;UQ,I(data-driven),DEEP,,
2-s2.0-85196366898,10.1016/j.mtcomm.2024.109599,2024,Materials Today Communications,Multi-objective optimization of ternary geopolymers with multiple solid wastes,11,FA-slag,multi-objective-optimization,carbon;cost;waste-valorization,XAI,I(data-driven),DEEP,,
2-s2.0-105045939309,10.3390/buildings16142811,2026,Buildings,Comparative Analysis of AI and Statistical Models for Predicting Mechanical and Durability-Related Properties of Alkali-Activated Recycled Aggregate Concrete,0,recycled-aggregate,prediction,waste-valorization;durability,calibration,I(data-driven),DEEP,,
2-s2.0-105021245418,10.1016/j.conbuildmat.2025.144487,2025,Construction and Building Materials,Effects of mix design parameters on workability and compressive strength of teff straw ash-based geopolymer mortars: Experimental evaluation and machine learning prediction,1,fly-ash;biomass-ash,prediction,carbon;waste-valorization;durability,XAI,I(data-driven),DEEP,,
2-s2.0-105004260401,10.1016/j.cscm.2025.e04725,2025,Case Studies in Construction Materials,"Production and optimization of affordable artificial geopolymer aggregates containing crumb rubber, plastic waste, and granulated cork based on machine learning algorithms",38,mixed/other-AAM,optimization,waste-valorization,UQ,I(data-driven),DEEP,,
2-s2.0-85209061119,10.1007/s41062-024-01781-2,2024,Innovative Infrastructure Solutions,LSTM-based deep learning model for alkali activated binder mix design of clay soils,1,stabilized-soil,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105003644485,10.3390/polym17081046,2025,Polymers,Prediction of Rheological Properties of PVA Fiber and Nano-SiO2-Reinforced Geopolymer Mortar Based on Back Propagation Neural Network Model Optimized by Genetic Algorithm,10,metakaolin/clay,optimization,durability,none-detected,II(domain-features),STANDARD,,
2-s2.0-85186522208,10.1016/j.jobe.2024.108923,2024,Journal of Building Engineering,AI-driven critical parameter optimization of sustainable self-compacting geopolymer concrete,58,FA-slag,optimization,none-explicit,ext-val;OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-105007968204,10.12989/cac.2025.35.6.669,2025,Computers and Concrete,Modeling the strength of geopolymer concrete at high temperatures: Machine learning approach,6,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105043397296,10.1061/JMCEE7.MTENG-23191,2026,Journal of Materials in Civil Engineering,Predicting Freeze-Thaw Resistance in Geopolymer Concrete: Interpretable ML Model with Practical Deployment,0,FA-slag,optimization,carbon;durability,XAI,I(data-driven),DEEP,,
2-s2.0-105040048806,10.1007/s42107-026-01707-6,2026,Asian Journal of Civil Engineering,Machine learning-driven prediction of mechanical properties in fly ash-based geopolymer concrete incorporating silica fume and steel slag,0,FA-slag,optimization,waste-valorization,XAI,I(data-driven),STANDARD,,
2-s2.0-105005203308,10.1061/JCCEE5.CPENG-6547,2025,Journal of Computing in Civil Engineering,Systematic Analysis of the Impact of Data Preprocessing Techniques on Machine-Learning Model Performance: A Case Study of a Compressive Strength Prediction Model for Geopolymer Concrete,4,fly-ash,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-105040772065,10.1016/j.cscm.2026.e06159,2026,Case Studies in Construction Materials,Computational insights into drying shrinkage: A machine learning framework for alkali-activated materials,0,slag,optimization,durability,XAI,II(domain-features),STANDARD,,
2-s2.0-105023159020,10.1007/s12649-025-03405-x,2026,Waste and Biomass Valorization,Triple Waste Aggregates Integration for Sustainable Self-Compacting Geopolymer Concrete: A Hybrid Synergy,0,slag;biomass-ash,optimization,waste-valorization;durability,repro-signal,I(data-driven),STANDARD,,
2-s2.0-105024872672,10.1080/21650373.2025.2597879,2026,Journal of Sustainable Cement-Based Materials,Artificial neural network-based prediction of compressive strength in sustainable one-part GGBS/POFA-based geopolymer mortar with synthesized sodium silicates,3,one-part;slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105027514642,10.29294/IJASE.12.2.2025.5521-5551,2025,International Journal of Advanced Science and Engineering,"Impact of Fly Ash, Alccofine, and Machine Learning Approaches on the Behavior of Geopolymer Concrete",0,fly-ash,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105039679113,10.1038/s41598-026-44832-7,2026,Scientific Reports,Recycling waste concrete into alkali-activated geo-binders for sand stabilization,3,stabilized-soil,prediction,LCA;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-105011384239,10.1016/j.susmat.2025.e01555,2025,Sustainable Materials and Technologies,Performance and alkalinity control in geopolymer coral aggregate concrete via experiments and machine learning,10,FA-slag,optimization,cost;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-105027891057,10.3390/ma19010209,2026,Materials,Prediction of the Unconfined Compressive Strength of One-Part Geopolymer-Stabilized Soil Under Acidic Erosion: Comparison of Multiple Machine Learning Models,5,one-part;FA-slag;stabilized-soil,optimization,durability,XAI,I(data-driven),STANDARD,,
2-s2.0-105002643051,10.1007/s00521-025-11191-9,2025,Neural Computing and Applications,Multi-objective optimization and predictive analytics of strength and embodied impacts of CDW-based geopolymers using various machine learning approaches,8,recycled-aggregate,multi-objective-optimization,carbon;waste-valorization,XAI;ext-val,II(domain-features),DEEP,,
2-s2.0-105003206751,10.1038/s41598-025-98244-0,2025,Scientific Reports,Performance and predictive modeling of surface carbonized plant fiber reinforced alkali-activated self-insulating mortar,1,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105017417041,10.1038/s41598-025-18666-8,2025,Scientific Reports,Explainable automl and multi-objective optimization for sustainable high-performance geopolymer concrete,4,mixed/other-AAM,multi-objective-optimization,carbon;cost,XAI;OOD/transfer,I(data-driven),DEEP,,
2-s2.0-105021083731,10.1016/j.conbuildmat.2025.144380,2025,Construction and Building Materials,"Optimization of Fly ash-slag based geopolymer strength, cost, and carbon emissions using CNN-based RSM and NSGA-III",0,FA-slag,multi-objective-optimization,carbon;cost,XAI;ext-val,I(data-driven),DEEP,,
2-s2.0-85199550255,10.1016/j.cscm.2024.e03439,2024,Case Studies in Construction Materials,Comparative study on the prediction of the unconfined compressive strength of the one-part geopolymer stabilized soil by using different hybrid machine learning models,38,one-part;FA-slag;stabilized-soil,optimization,cost,XAI,I(data-driven),STANDARD,,
2-s2.0-105043459235,10.1016/j.actaastro.2026.06.035,2026,Acta Astronautica,Predicting lunar regolith simulant geopolymer compressive strength via machine learning,0,stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105008732072,10.14359/51746714,2025,ACI Materials Journal,Artificial Intelligence Approach for Predicting Compressive Strength of Geopolymer Concrete,1,fly-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85213696092,10.1007/s40996-024-01713-1,2025,Iranian Journal of Science and Technology - Transactions of Civil Engineering,Experimental and Machine Learning-Based Investigation of Cyclic Thermal Resilience of Geopolymer Concrete with Slag and Glass Powders,7,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105045191216,10.1007/s41062-026-02847-z,2026,Innovative Infrastructure Solutions,Machine learning and response surface modeling for predicting strength loss of alkali-activated materials exposed to aggressive environment,0,fly-ash,optimization,durability,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-105018678822,10.1007/s41062-025-02307-0,2025,Innovative Infrastructure Solutions,An interpretable machine learning approach to predict the compressive strength of fly ash-based geopolymer concrete,3,fly-ash,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85218501045,10.1520/JTE20230808,2025,Journal of Testing and Evaluation,Enhanced Predictive Modeling and Insights into Geopolymer Concrete Compressive Strength Prediction,6,mixed/other-AAM,optimization,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-105008549217,10.1016/j.rineng.2025.105537,2025,Results in Engineering,Prediction of geopolymer concrete compressive strength using artificial neural network and genetic algorithm,17,fly-ash,optimization,carbon,none-detected,II(domain-features),DEEP,,
2-s2.0-105042624261,10.1016/j.nxmate.2026.102594,2026,Next Materials,UTILIZATION OF GEOPOLYMERISATION PROCESS FOR THE SIMULTANEOUS STABILIZATION/SOLIDIFICATION OF LEAD/ZINC MINE TAILINGS AND ENHANCEMENT OF EXPANSIVE SUBGRADE SOIL,0,tailings;stabilized-soil,prediction,waste-valorization,UQ,I(data-driven),DEEP,,
2-s2.0-105045813639,10.1016/j.conbuildmat.2026.147600,2026,Construction and Building Materials,"Intelligent identification of crack modes and damage evolution in SCA-modified metakaolin-based geopolymers using AE, DIC, and CNN",0,metakaolin/clay,microstructure/image-analysis,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105034262038,10.1016/j.istruc.2025.110896,2026,Structures,Prediction of mechanical strength and performance of alkali-activated binders concrete using optimized machine learning with partial dependence plot,2,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85217662054,10.1016/j.isprsjprs.2025.02.004,2025,ISPRS Journal of Photogrammetry and Remote Sensing,M3ICNet: A cross-modal resolution preserving building damage detection method with optical and SAR remote sensing imagery and two heterogeneous image disaster datasets,17,mixed/other-AAM,microstructure/image-analysis,none-explicit,none-detected,I(data-driven),STANDARD,,EC2-candidate (recode: out of scope)
2-s2.0-105045424023,10.1007/s11709-026-1335-3,2026,ENGINEERING Structure and Civil Engineering,Strengthening mechanisms and machine learning prediction of fiber-reinforced geopolymer composites,0,mixed/other-AAM,prediction,carbon;durability,UQ,I(data-driven),DEEP,,
2-s2.0-85213355509,10.1007/s41062-024-01832-8,2025,Innovative Infrastructure Solutions,Predicting compressive strength of geopolymer concrete using machine learning models,11,fly-ash,prediction,carbon;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85197952968,10.1007/s41062-024-01568-5,2024,Innovative Infrastructure Solutions,Mechanical properties of sustainable metakaolin/Rockwool based geopolymer mortar,7,metakaolin/clay,prediction,waste-valorization;durability,none-detected,II(domain-features),STANDARD,,
2-s2.0-105005144410,10.28991/CEJ-2025-011-04-020,2025,Civil Engineering Journal (Iran),Modeling the Compressive Strength of Metakaolin-Based Self-Healing Geopolymer Concrete Using Machine Learning Models,10,fly-ash;metakaolin/clay,optimization,carbon;waste-valorization;durability,OOD/transfer,I(data-driven),DEEP,,
2-s2.0-105028796068,10.1016/j.matlet.2026.140100,2026,Materials Letters,Effect of precursor chemical composition on the compressive strength of alkali-activated materials based on interpretable artificial neural networks,2,mixed/other-AAM,prediction,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-105036358408,10.1038/s41598-026-43052-3,2026,Scientific Reports,"Integrated experimental, machine learning, and life-cycle assessment of fly ash–silica fume based self-compacting geopolymer concrete",5,fly-ash,optimization,LCA;durability,OOD/transfer,I(data-driven),DEEP,,
2-s2.0-105031917043,10.1002/eng2.70615,2026,Engineering Reports,An Ensemble Machine Learning Method for Alkali-Activated Concrete Mix Ratio Analysis and Optimizing Experimental Results,0,mixed/other-AAM,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-105020887860,10.1007/s10668-025-06957-z,2025,"Environment, Development and Sustainability",Optimization of compressive strength and carbon footprint in fly ash geopolymer concrete using metaheuristic algorithms,3,fly-ash,multi-objective-optimization,carbon,XAI,I(data-driven),DEEP,,
2-s2.0-85217164696,10.22075/jrce.2023.30282.1831,2024,Journal of Rehabilitation in Civil Engineering,Effect of Molarity of Sodium Hydroxide on the Strength Behavior of Fiber-Reinforced Geopolymer Concrete Exposed to Elevated Temperature,0,fly-ash;metakaolin/clay,prediction,carbon,none-detected,I(data-driven),DEEP,,EC3-candidate (recode: no ML detectable)
2-s2.0-105003376316,10.1016/j.rineng.2025.104994,2025,Results in Engineering,AI-enhanced automation of building energy optimization using a hybrid stacked model and genetic algorithms: Experiments with seven machine learning techniques and a deep neural network,29,mixed/other-AAM,multi-objective-optimization,none-explicit,XAI,I(data-driven),DEEP,,
2-s2.0-105034159457,10.1088/2053-1591/ae1ed7,2025,Materials Research Express,"Compressive strength optimization of natural zeolite-based geopolymers via taguchi design, grey relational analysis, and genetic algorithms",0,fly-ash,optimization,durability,ext-val,I(data-driven),STANDARD,,
2-s2.0-105012542709,10.1016/j.mtcomm.2025.113500,2025,Materials Today Communications,Machine learning-based optimization of geopolymer-stabilized soil formulation using blast furnace slag and fly ash,6,FA-slag;stabilized-soil,inverse-design,waste-valorization,XAI,I(data-driven),DEEP,,
2-s2.0-85189687604,10.1016/j.conbuildmat.2024.136013,2024,Construction and Building Materials,"Multi-performance optimization of low-carbon geopolymer considering mechanical, cost, and CO2 emission based on experiment and interpretable learning",37,FA-slag,multi-objective-optimization,carbon;cost,XAI;OOD/transfer,I(data-driven),DEEP,,
2-s2.0-85152944936,10.1016/j.jobe.2023.106538,2023,Journal of Building Engineering,Development of autogenous shrinkage prediction model of alkali-activated slag-fly ash geopolymer based on machine learning,50,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85175014342,10.1016/j.conbuildmat.2023.133933,2023,Construction and Building Materials,Mechanical properties prediction of blast furnace slag and fly ash-based alkali-activated concrete by machine learning methods,23,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85146322519,10.1016/j.jrmge.2022.12.009,2023,Journal of Rock Mechanics and Geotechnical Engineering,A machine learning model to predict unconfined compressive strength of alkali-activated slag-based cemented paste backfill,52,slag;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85140578345,10.3390/su142012990,2022,Sustainability (Switzerland),Environmentally Friendly Concrete Compressive Strength Prediction Using Hybrid Machine Learning,46,mixed/other-AAM,prediction,cost;waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85112008610,10.1016/j.ceramint.2021.08.044,2021,Ceramics International,Bonding behavior of concrete matrix and alkali-activated mortar incorporating nano-SiO2 and polyvinyl alcohol fiber: Theoretical analysis and prediction model,81,mixed/other-AAM,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85174638820,10.1007/s42107-023-00908-7,2024,Asian Journal of Civil Engineering,New random intelligent chemometric techniques for sustainable geopolymer concrete: low-energy and carbon-footprint initiatives,17,mixed/other-AAM,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85185303470,10.32604/cmes.2023.043384,2024,CMES - Computer Modeling in Engineering and Sciences,Prediction of Geopolymer Concrete Compressive Strength Using Convolutional Neural Networks,19,fly-ash,prediction,cost,XAI,I(data-driven),STANDARD,,
2-s2.0-85107533504,10.3390/app11114889,2021,Applied Sciences (Switzerland),Experimental investigation and artificial neural network based prediction of bond strength in self-compacting geopolymer concrete reinforced with basalt FRP bars,47,mixed/other-AAM,prediction,carbon;durability,none-detected,I(data-driven),DEEP,,
2-s2.0-85190628416,10.1515/rams-2024-0006,2024,Reviews on Advanced Materials Science,Investigating the rheological characteristics of alkali-activated concrete using contemporary artificial intelligence approaches,8,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85146636655,10.1007/s00521-023-08237-1,2023,Neural Computing and Applications,Developing an ANN prediction model for compressive strength of fly ash-based geopolymer concrete with experimental investigation,20,fly-ash,prediction,none-explicit,UQ,I(data-driven),DEEP,,
2-s2.0-85121466951,10.1016/j.conbuildmat.2021.126103,2022,Construction and Building Materials,Chemistry-informed machine learning prediction of compressive strength for alkali-activated materials,118,FA-slag,prediction,carbon,none-detected,III-claimed(knowledge-guided),DEEP,,
2-s2.0-85181895624,10.1007/s41062-023-01343-y,2024,Innovative Infrastructure Solutions,Compressive strength prediction of ternary blended geopolymer concrete using artificial neural networks and support vector regression,20,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85138247660,10.1080/14680629.2022.2105742,2023,Road Materials and Pavement Design,HPASC–OPCC bi-surface shear strength prediction model using deep learning,2,slag,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85110671026,10.1016/j.cemconcomp.2021.104177,2021,Cement and Concrete Composites,Predicting the geopolymerization process of fly ash-based geopolymer using deep long short-term memory and machine learning,74,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85186199252,10.1007/s10853-024-09447-1,2024,Journal of Materials Science,Sustainable geopolymers from polyethylene terephthalate waste and industrial by-products: a comprehensive characterisation and performance predictions,44,slag;red-mud;biomass-ash,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85126364141,10.1111/jmi.13094,2022,Journal of Microscopy,Method for quantifying the reaction degree of slag in alkali-activated cements using deep learning-based electron microscopy image analysis,7,slag,microstructure/image-analysis,durability,OOD/transfer,II(domain-features),STANDARD,,
2-s2.0-85164435920,10.1016/j.heliyon.2023.e17925,2023,Heliyon,Prediction of geopolymer pumpability and setting time for well zonal isolation - Using machine learning and statistical based models,7,mixed/other-AAM,classification,cost,none-detected,I(data-driven),STANDARD,,
2-s2.0-85111272547,10.1016/j.conbuildmat.2021.124251,2021,Construction and Building Materials,Utilization of a novel artificial intelligence technique (ANFIS) to predict the compressive strength of fly ash-based geopolymer,60,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85020218909,10.1016/j.ceramint.2017.06.006,2017,Ceramics International,Mix design factors and strength prediction of metakaolin-based geopolymer,205,metakaolin/clay,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85084793709,10.1016/j.ceramint.2020.05.074,2020,Ceramics International,Mechanical properties and prediction of fracture parameters of geopolymer/alkali-activated mortar modified with PVA fiber and nano-SiO2,230,fly-ash;metakaolin/clay,prediction,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85162013261,10.1016/j.jobe.2023.107041,2023,Journal of Building Engineering,A novel framework for strength prediction of geopolymer mortar: Renovative precursor effect,31,slag;metakaolin/clay,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85064218975,10.3390/ma12060983,2019,Materials,Artificial intelligence approaches for prediction of compressive strength of geopolymer concrete,331,FA-slag,prediction,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85106911425,10.13225/j.cnki.jccs.QJ20.2021,2021,Meitan Xuebao/Journal of the China Coal Society,Synthesis of geopolymer from fly ash and optimization of process parameters by neural network; [粉煤灰合成地聚物及工艺参数的神经网络优化],8,fly-ash,optimization,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85130593446,10.1016/j.cscm.2022.e01166,2022,Case Studies in Construction Materials,Prediction of the drying shrinkage of alkali-activated materials using artificial neural networks,33,mixed/other-AAM,prediction,durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85140308692,10.1016/j.cemconres.2022.107003,2022,Cement and Concrete Research,Deep long short-term memory (LSTM) networks for ultrasonic-based distributed damage assessment in concrete,45,slag,classification,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85141267350,10.1016/j.conbuildmat.2022.129534,2022,Construction and Building Materials,Compressive strength prediction of one-part alkali activated material enabled by interpretable machine learning,84,one-part,prediction,durability,XAI;OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85162958928,10.1002/suco.202300298,2023,Structural Concrete,Data-driven approach for investigating and predicting of compressive strength of fly ash–slag geopolymer concrete,20,FA-slag,prediction,carbon,XAI;UQ;repro-signal,I(data-driven),DEEP,,
2-s2.0-85053109801,10.12989/cac.2018.21.5.559,2018,Computers and Concrete,MLR & ANN approaches for prediction of compressive strength of alkali activated EAFS,2,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-84935889558,10.1016/j.compgeo.2015.05.021,2015,Computers and Geotechnics,Prediction of unconfined compressive strength of geopolymer stabilized clayey soil using Artificial Neural Network,230,FA-slag;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85140822734,10.17559/TV-20210925112341,2022,Tehnicki Vjesnik,Gaussian Regression Process for Prediction of Compressive Strength of Thermally Activated Geopolymer Mortars,8,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85161943578,10.1371/journal.pone.0286950,2023,PLoS ONE,Developing interpretable machine learning-Shapley additive explanations model for unconfined compressive strength of cohesive soils stabilized with geopolymer,42,FA-slag;stabilized-soil,optimization,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-85142536308,10.1007/s00521-022-08042-2,2023,Neural Computing and Applications,A comparative assessment of tree-based predictive models to estimate geopolymer concrete compressive strength,52,fly-ash,prediction,none-explicit,XAI,II(domain-features),STANDARD,,
2-s2.0-85136731752,10.3390/recycling7040055,2022,Recycling,Experimental and Artificial Neural Network-Based Study on the Sorptivity Characteristics of Geopolymer Concrete with Recycled Cementitious Materials and Basalt Fibres,23,FA-slag,prediction,waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85174162074,10.1080/21650373.2023.2266442,2024,Journal of Sustainable Cement-Based Materials,Developing a comprehensive prediction model for the compressive strength of slag-based alkali-activated concrete,9,slag,prediction,carbon,none-detected,II(domain-features),DEEP,,
2-s2.0-85184784947,10.1016/j.jhazmat.2024.133682,2024,Journal of Hazardous Materials,Machine learning-based prediction of heavy metal immobilization rate in the solidification/stabilization of municipal solid waste incineration fly ash (MSWIFA) by geopolymers,44,fly-ash,optimization,waste-valorization,none-detected,I(data-driven),STANDARD,,
2-s2.0-85127566212,10.3390/ma15072400,2022,Materials,Application of Machine Learning Approaches to Predict the Strength Property of Geopolymer Concrete,76,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85177980905,10.1016/j.conbuildmat.2023.134092,2023,Construction and Building Materials,Artificial intelligence-based optimized models for predicting the slump and compressive strength of sustainable alkali-derived concrete,28,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85150870775,10.3389/fmats.2023.1128095,2023,Frontiers in Materials,Development of sustainable high performance geopolymer concrete and mortar using agricultural biomass—A strength performance and sustainability analysis,53,slag;biomass-ash,prediction,carbon;cost;waste-valorization,none-detected,II(domain-features),DEEP,,
2-s2.0-85145254186,10.1016/j.conbuildmat.2022.129940,2023,Construction and Building Materials,Effect of composition and curing on alkali activated fly ash-slag binders: Machine learning prediction with a random forest-genetic algorithm hybrid model,40,FA-slag,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85166039901,10.48084/etasr.5185,2022,"Engineering, Technology and Applied Science Research",Using Artificial Neural Networks for the Prediction of the Compressive Strength of Geopolymer Fly Ash,11,fly-ash,prediction,carbon;cost;waste-valorization,none-detected,I(data-driven),DEEP,,
2-s2.0-85153675207,10.1016/j.jobe.2023.106577,2023,Journal of Building Engineering,"Mix design optimization for fly ash-based geopolymer with mechanical, environmental, and economic objectives using soft computing technology",31,fly-ash,multi-objective-optimization,carbon;cost,none-detected,I(data-driven),DEEP,,
2-s2.0-85163615352,10.1007/s41062-023-01168-9,2023,Innovative Infrastructure Solutions,Sugar industry waste produced geopolymer concrete and its compressive strength prediction via statistical analysis and artificial intelligence approach,7,FA-slag;biomass-ash,prediction,waste-valorization,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85159163827,10.1007/s13369-023-07866-x,2023,Arabian Journal for Science and Engineering,Probabilistic Estimation for Mechanical Properties of Self-Compacting Geopolymer Concrete Using Machine Learning Technique,12,FA-slag,prediction,none-explicit,UQ,I(data-driven),DEEP,,
2-s2.0-85109594068,10.1080/2374068X.2021.1946751,2022,Advances in Materials and Processing Technologies,Multilayer perceptron modelling of geopolymer composite incorporating fly ash and GGBS for prediction of compressive strength,28,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85191383869,10.3390/buildings14030615,2024,Buildings,Towards a Reliable Design of Geopolymer Concrete for Green Landscapes: A Comparative Study of Tree-Based and Regression-Based Models,15,mixed/other-AAM,optimization,none-explicit,none-detected,II(domain-features),STANDARD,,
2-s2.0-85066251822,10.1007/s40996-019-00263-1,2020,Iranian Journal of Science and Technology - Transactions of Civil Engineering,A Novel Formulation for the Compressive Strength of IBP-Based Geopolymer Stabilized Clayey Soils Using ANN and GMDH-NN Approaches,63,slag;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-84959516818,10.1179/1433075X15Y.0000000020,2015,Materials Research Innovations,Prediction of compressive strength of geopolymer composites using an artificial neural network,43,mixed/other-AAM,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85146840047,10.1016/j.ceramint.2023.01.089,2023,Ceramics International,Effect of high volume tile ceramic wastes on resistance of geopolymer mortars to abrasion and freezing-thawing cycles: Experimental and deep learning modelling,43,FA-slag,prediction,waste-valorization;durability,none-detected,I(data-driven),STANDARD,,
2-s2.0-85098636357,10.12989/cac.2021.28.4.369,2021,Computers and Concrete,A hybrid artificial neural network-based identification system for fine-grained composites,4,FA-slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85103772630,10.1016/j.compositesb.2021.108801,2021,Composites Part B: Engineering,Coupling machine learning with thermodynamic modelling to develop a composition-property model for alkali-activated materials,65,mixed/other-AAM,prediction,none-explicit,UQ,V-candidate(mechanistic-hybrid),DEEP,,
2-s2.0-84879067781,10.1016/j.advengsoft.2013.04.009,2013,Advances in Engineering Software,Fracture properties of cement and alkali activated fly ash based concrete with application to segmental tunnel lining,14,fly-ash,optimization,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85152962936,10.1016/j.jobe.2023.106521,2023,Journal of Building Engineering,Prediction of compressive strength of geopolymer concrete using a hybrid ensemble of grey wolf optimized machine learning estimators,169,mixed/other-AAM,prediction,none-explicit,XAI,I(data-driven),STANDARD,,
2-s2.0-85064689735,10.14716/ijtech.v10i2.2421,2019,International Journal of Technology,Prediction of the high-temperature performance of a geopolymer modified asphalt binder using artificial neural networks,23,fly-ash,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85085965219,10.1007/s13369-020-04669-2,2020,Arabian Journal for Science and Engineering,Ternary Diagrams for Predicting Strength of Soil Ameliorated with Different Types of Fly Ash,6,fly-ash;stabilized-soil,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85067899369,,2019,International Journal of Recent Technology and Engineering,Strength prediction of geopolymer concrete using ANN,6,mixed/other-AAM,prediction,none-explicit,OOD/transfer,I(data-driven),STANDARD,,
2-s2.0-85132746768,10.1016/j.eswa.2022.117846,2022,Expert Systems with Applications,Segmentation of backscattered electron images of geopolymers using convolutional autoencoder network,22,fly-ash,microstructure/image-analysis,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85137595966,10.3390/polym14163386,2022,Polymers,The Length Change Ratio of Ground Granulated Blast Furnace Slag-Based Geopolymer Blended with Magnesium Oxide Cured in Various Environments,8,slag,prediction,none-explicit,none-detected,I(data-driven),STANDARD,,
2-s2.0-85151530659,10.3390/ma16062348,2023,Materials,Optimization of Fly Ash—Slag One-Part Geopolymers with Improved Properties,18,one-part;FA-slag,optimization,waste-valorization,none-detected,I(data-driven),STANDARD,,
